ID,transaction_id,user_id,age,gender,country,device_type,device_os,merchant_category,transaction_amount,transaction_type,time_of_day,day_of_week,transaction_duration,num_prev_transactions,avg_transaction_amount,std_transaction_amount,transactions_last_24h,transactions_last_1h,failed_login_attempts,ip_risk_score,device_trust_score,account_age_days,has_chargeback_history,shared_ip_users,shared_device_users,merchant_risk,country_risk,distance_from_home,is_new_country,is_fraud
66852,T0060266,1669,37,F,IN,mobile,iOS,restaurants,20.08,topup,11,5,0.81,23,6.84,42.14,0,0,0,0.549,0.707,2901,0,1,0,0.12,0.1,65.24,0,0
66853,T0072793,25517,72,M,ID,mobile,Windows,electronics,164.95,topup,7,0,0.09,44,66.42,50.51,2,0,0,0.025,0.147,2313,0,5,4,0.3,0.12,21.27,0,0
66854,T0046219,11952,70,M,AU,mobile,Linux,electronics,30.6,withdrawal,21,1,0.35,25,102.43,20.4,2,0,0,0.345,0.934,1463,0,1,4,0.3,0.03,177.81,0,0
66855,T0028005,23219,27,M,BR,desktop,iOS,gas,377.21,withdrawal,18,2,0.45,15,66.57,71.36,2,1,0,0.627,0.443,2831,0,2,2,0.05,0.13,190.87,0,0
66856,T0004795,13914,69,F,CA,desktop,iOS,electronics,58.81,purchase,0,1,3.23,32,89.59,65.6,2,0,0,0.656,0.049,2859,0,2,2,0.3,0.03,251.99,0,0
66857,T0073545,8544,58,M,US,mobile,Linux,gas,61.08,purchase,18,4,0.93,37,94.28,7.66,3,0,0,0.733,0.253,1925,0,1,2,0.05,0.05,128.65,0,0
66858,T0008792,2322,77,M,DE,mobile,Android,electronics,11.0,purchase,19,5,2.1,28,104.52,61.47,3,0,0,0.909,0.907,12,0,2,2,0.3,0.04,391.67,0,1
66859,T0070601,2756,42,F,ID,mobile,Android,electronics,55.29,topup,7,5,7.56,27,54.57,67.53,2,0,2,0.756,0.077,2002,0,2,4,0.3,0.12,133.68,0,0
66860,T0098004,28243,26,F,IN,desktop,iOS,restaurants,117.7,purchase,18,4,0.4,29,97.82,26.81,3,0,0,0.058,0.983,565,0,5,3,0.12,0.1,116.11,0,1
66861,T0096326,29771,39,M,UK,mobile,Android,groceries,114.47,purchase,12,0,7.69,32,61.5,20.87,2,0,0,0.8,0.916,1542,0,1,1,0.05,0.04,78.37,0,0
66862,T0084740,28385,76,M,US,mobile,iOS,electronics,118.45,purchase,9,3,1.59,30,135.28,13.59,2,0,0,0.317,0.858,836,0,1,0,0.3,0.05,65.15,0,0
66863,T0078277,4204,78,M,US,desktop,Android,restaurants,179.46,purchase,21,6,0.33,33,122.92,77.18,6,0,0,0.461,0.547,2818,1,3,1,0.12,0.05,51.71,0,1
66864,T0005371,22626,50,M,ID,mobile,Android,electronics,181.02,purchase,11,4,4.72,27,57.62,52.42,1,0,1,0.813,0.81,2612,0,1,0,0.3,0.12,184.82,0,1
66865,T0058848,7513,77,M,US,mobile,Windows,gas,226.67,purchase,15,4,5.34,23,50.95,59.88,1,0,0,0.727,0.567,2204,0,0,0,0.05,0.05,47.71,0,1
66866,T0054531,29990,63,F,US,mobile,Android,services,177.18,purchase,7,1,1.14,28,40.77,34.02,1,0,0,0.319,0.814,307,1,1,1,0.08,0.05,169.62,0,1
66867,T0041967,11046,79,M,US,mobile,Android,clothing,83.76,topup,21,6,13.9,31,49.84,33.85,2,1,0,0.87,0.277,2951,1,1,1,0.1,0.05,143.65,0,0
66868,T0097081,25572,31,F,US,mobile,Android,restaurants,208.56,purchase,19,5,3.21,17,72.33,59.91,2,0,0,0.191,0.694,2189,0,2,2,0.12,0.05,13.49,0,0
66869,T0029595,23706,73,F,US,mobile,Android,financial,37.24,purchase,19,1,2.11,31,54.16,40.98,2,0,0,0.619,0.377,874,0,5,2,0.5,0.05,165.03,0,0
66870,T0035305,26665,50,M,IN,mobile,Android,restaurants,23.69,purchase,7,0,0.37,39,49.85,18.8,2,0,0,0.839,0.467,2361,0,3,0,0.12,0.1,84.83,0,0
66871,T0088032,24247,25,F,US,mobile,iOS,electronics,166.01,topup,20,3,2.24,19,91.7,66.44,1,0,0,0.453,0.332,1712,0,1,0,0.3,0.05,4.19,0,0
66872,T0090682,1557,20,M,IN,mobile,Linux,electronics,1.3,purchase,18,0,5.71,32,139.42,19.12,3,0,0,0.031,0.828,207,0,4,0,0.3,0.1,67.37,0,0
66873,T0065312,11852,72,M,UK,mobile,Android,electronics,172.54,purchase,5,3,5.18,36,25.71,51.81,1,0,0,0.113,0.6,2418,0,0,3,0.3,0.04,223.1,0,0
66874,T0004131,17859,61,M,UK,mobile,Windows,groceries,4.44,purchase,15,0,0.56,25,1.91,46.3,1,0,0,0.092,0.764,1730,0,0,0,0.05,0.04,30.41,0,0
66875,T0052638,13319,26,M,IN,mobile,iOS,financial,36.45,purchase,9,4,1.42,23,79.16,34.29,0,0,0,0.779,0.799,618,0,0,1,0.5,0.1,337.12,0,0
66876,T0032638,8739,57,F,US,mobile,Android,gas,47.84,withdrawal,14,4,1.8,28,44.6,72.59,1,0,1,0.54,0.661,2030,0,2,2,0.05,0.05,144.86,0,0
66877,T0048545,22887,61,F,IN,mobile,Android,electronics,86.54,purchase,9,0,2.35,27,84.43,55.24,4,0,0,0.117,0.143,664,0,0,2,0.3,0.1,7.12,0,0
66878,T0057275,19857,61,M,IN,mobile,iOS,restaurants,101.0,purchase,21,1,1.41,23,59.87,79.3,1,0,0,0.061,0.499,2256,0,2,3,0.12,0.1,73.9,0,1
66879,T0001778,15935,57,F,US,desktop,Android,electronics,150.0184891117819,purchase,20,6,0.3,32,88.68,67.45,13,10,0,0.801,0.007,2359,0,3,2,0.3,0.05,74.55048637464883,0,0
66880,T0042773,20196,63,M,IN,desktop,Android,gas,43.1,purchase,21,3,1.19,27,70.65,71.91,2,0,0,0.156,0.865,262,1,2,3,0.05,0.1,49.99,1,1
66881,T0015391,12443,42,M,US,desktop,iOS,electronics,15.17,purchase,4,1,1.6,35,72.76,14.65,1,0,1,0.564,0.904,1166,0,2,1,0.3,0.05,13.49,0,0
66882,T0082333,10467,38,F,IN,desktop,Android,electronics,175.92,purchase,9,3,1.06,35,70.18,22.32,1,0,0,0.731,0.293,1111,0,3,3,0.3,0.1,97.44,0,0
66883,T0025142,11330,71,M,US,mobile,Android,gas,50.81,transfer,9,3,6.28,25,45.88,12.68,2,1,0,0.074,0.11,1304,1,3,2,0.05,0.05,6.43,0,0
66884,T0000142,20878,18,M,IN,mobile,Android,travel,176.88,purchase,12,1,3.11,37,57.04,35.33,0,0,2,0.58,0.044,1605,0,1,3,0.35,0.1,62.78,0,0
66885,T0018097,3030,42,F,ID,mobile,Windows,financial,32.75206683552632,purchase,20,0,2.4,31,92.24,25.01,16,5,1,0.996,0.738,486,1,0,1,0.5,0.12,1180.9297202432504,0,0
66886,T0063469,21068,30,F,US,mobile,Android,electronics,70.56,purchase,16,0,7.76,29,93.33,30.45,2,0,0,0.681,0.757,408,1,2,2,0.3,0.05,15.57,0,0
66887,T0046783,23303,68,F,IN,desktop,Windows,gas,89.25,purchase,8,6,0.11,21,132.44,58.07,0,0,1,0.189,0.751,2630,0,3,2,0.05,0.1,21.54,0,0
66888,T0089170,13275,53,M,IN,tablet,Android,gas,10.64,purchase,2,6,7.01,33,-13.36,79.62,2,0,0,0.01,0.326,633,0,3,0,0.05,0.1,52.83,0,0
66889,T0072327,29446,36,M,ID,mobile,Android,services,21.53,withdrawal,15,1,3.45,26,59.36,48.35,1,0,2,0.999,0.496,903,0,2,1,0.08,0.12,198.6,0,0
66890,T0068822,18617,43,M,UK,mobile,Android,electronics,1.28,purchase,7,1,4.45,38,55.72,38.74,1,0,0,0.114,0.239,964,0,2,1,0.3,0.04,240.46,0,0
66891,T0017780,21495,45,F,IN,mobile,Linux,restaurants,109.68,topup,18,6,1.02,35,74.26,24.99,0,0,0,0.973,0.154,2565,1,1,0,0.12,0.1,330.77,0,1
66892,T0014670,26268,21,M,US,mobile,Android,electronics,57.38,topup,21,6,2.27,36,52.93,67.64,1,0,2,0.869,0.895,1386,0,2,1,0.3,0.05,52.98,0,0
66893,T0091207,24440,73,M,FR,mobile,Android,restaurants,37.82,purchase,15,5,6.02,36,51.45,70.26,0,0,0,0.802,0.466,624,0,1,0,0.12,0.04,46.63,0,0
66894,T0045105,19221,57,M,IN,desktop,iOS,restaurants,506.51898077328553,purchase,4,6,1.96,35,100.84,26.07,15,13,0,0.812,0.953,2546,0,2,0,0.12,0.1,122.56190967171817,0,0
66895,T0097658,19374,57,F,US,mobile,Android,groceries,36.41,withdrawal,18,1,4.16,45,55.19,16.3,2,0,0,0.575,0.897,2726,0,1,2,0.05,0.05,72.23,0,0
66896,T0007084,25502,42,F,BR,mobile,Android,gas,4.9,purchase,7,2,0.66,31,59.07,36.89,1,0,0,0.129,0.324,785,0,1,0,0.05,0.13,728.0,0,0
66897,T0042851,8968,75,M,US,mobile,Windows,services,38.38,purchase,15,5,3.3,41,18.97,35.73,1,0,0,0.734,0.787,914,0,3,2,0.08,0.05,81.39,0,1
66898,T0088927,20180,50,M,IN,mobile,Windows,groceries,73.71,purchase,19,0,8.65,28,75.06,32.52,1,0,0,0.996,0.007,1651,0,1,3,0.05,0.1,32.25,0,0
66899,T0078122,24612,45,M,ID,tablet,iOS,financial,71.33,purchase,15,4,3.75,41,107.71,69.68,2,0,0,0.789,0.688,2552,0,3,2,0.5,0.12,23.98,0,0
66900,T0014365,28799,20,M,UK,mobile,Android,gas,,purchase,7,4,0.68,30,,45.97,3,0,1,0.992,,246,0,2,1,0.05,0.04,21.38,0,0
66901,T0051518,2278,51,F,US,mobile,Windows,travel,66.11,withdrawal,5,5,3.01,31,99.55,61.68,0,0,0,0.457,0.616,2795,0,2,1,0.35,0.05,43.12,0,0
66902,T0015027,27304,75,F,IN,mobile,Android,services,42.75,purchase,5,1,14.67,26,57.56,26.5,1,0,0,0.672,0.173,1041,0,1,2,0.08,0.1,2.56,0,0
66903,T0040049,8510,23,M,IN,mobile,Android,electronics,19.48,purchase,9,1,0.28,30,48.31,28.29,1,0,0,0.351,0.222,1479,0,1,2,0.3,0.1,292.23,0,0
66904,T0066031,27574,61,F,US,mobile,Android,electronics,102.51,purchase,8,1,20.65,34,65.14,59.3,0,0,0,0.26,0.501,1288,1,0,1,0.3,0.05,88.88,0,1
66905,T0062011,20983,29,M,FR,mobile,Windows,restaurants,24.27,purchase,18,5,4.47,26,92.91,53.67,3,0,0,0.307,0.726,1923,0,1,2,0.12,0.04,161.71,0,0
66906,T0062738,26582,60,F,US,mobile,iOS,groceries,200.02,purchase,12,2,11.9,35,81.98,20.56,1,0,0,0.258,0.092,720,0,2,1,0.05,0.05,72.85,0,0
66907,T0008763,21089,23,M,IN,mobile,Android,electronics,392.45,transfer,9,4,2.27,26,76.3,9.65,0,1,0,0.396,0.846,538,0,5,0,0.3,0.1,43.72,0,0
66908,T0043374,1730,30,F,CA,mobile,Windows,restaurants,246.77,purchase,7,6,0.18,28,119.39,63.07,0,0,0,0.833,0.364,2341,0,5,2,0.12,0.03,48.14,0,0
66909,T0062242,25377,25,M,US,mobile,Android,travel,145.91,purchase,8,2,1.52,28,106.42,79.79,0,0,0,0.861,0.767,809,0,1,2,0.35,0.05,36.0,0,0
66910,T0078705,17303,43,F,US,mobile,Android,groceries,7.46,withdrawal,7,1,5.9,26,91.1,32.98,1,0,0,0.597,0.385,2651,0,1,1,0.05,0.05,1.78,0,0
66911,T0054003,595,61,M,CA,mobile,Android,electronics,164.21,withdrawal,7,1,7.01,28,75.84,23.36,0,1,0,0.196,0.612,1564,0,2,0,0.3,0.03,85.28,0,0
66912,T0028935,26954,59,M,UK,mobile,Android,services,1.47,topup,21,1,3.24,28,68.68,5.52,0,0,0,0.473,0.709,2541,0,2,2,0.08,0.04,4.93,0,0
66913,T0048181,14491,66,M,US,mobile,Android,clothing,67.63,purchase,7,3,1.4,31,80.23,20.11,3,0,1,0.21,0.321,1783,1,4,0,0.1,0.05,72.16,0,0
66914,T0035802,10155,53,M,UK,mobile,iOS,gas,21.07,withdrawal,20,0,1.67,37,40.03,15.58,2,0,0,0.526,0.782,2878,0,3,4,0.05,0.04,11.56,0,0
66915,T0099269,3440,39,M,US,mobile,Android,clothing,14.16,purchase,7,1,1.99,37,59.33,35.05,3,0,0,0.672,0.785,1935,0,0,1,0.1,0.05,147.56,0,0
66916,T0096698,22931,19,M,US,desktop,iOS,electronics,362.26,topup,5,0,5.51,22,97.58,17.25,1,0,0,0.495,0.149,2626,0,1,5,0.3,0.05,157.07,0,1
66917,T0036286,10205,31,F,IN,desktop,iOS,services,351.55,purchase,15,2,1.95,34,80.0,53.06,0,0,1,0.863,0.888,1167,0,2,1,0.08,0.1,47.2,0,0
66918,T0075503,4958,70,M,CA,mobile,MacOS,groceries,15.1,purchase,17,4,5.45,31,91.46,79.03,0,0,0,0.087,0.901,2385,1,2,1,0.05,0.03,222.95,0,0
66919,T0050016,2721,27,M,US,mobile,iOS,groceries,129.35,purchase,8,1,0.46,24,45.26,22.34,1,0,0,0.185,0.799,760,0,2,3,0.05,0.05,68.57,0,0
66920,T0028520,3020,52,M,UK,desktop,Android,electronics,25.0,purchase,18,5,6.19,22,102.88,42.17,1,0,1,0.43,0.408,1526,0,1,4,0.3,0.04,5.12,0,0
66921,T0060653,25681,43,M,UK,mobile,Windows,groceries,0.25,purchase,18,3,9.09,29,16.5,69.66,2,0,1,0.068,0.401,335,0,0,1,0.05,0.04,121.34,0,0
66922,T0065789,17520,25,M,CA,mobile,iOS,restaurants,30.21,transfer,16,0,4.23,24,109.51,65.06,7,0,0,0.78,0.904,518,0,2,2,0.12,0.03,102.21,0,0
66923,T0013638,11237,24,F,ID,mobile,Android,electronics,56.36,purchase,7,4,1.19,36,137.77,50.78,1,0,1,0.055,0.217,249,0,2,1,0.3,0.12,49.36,0,1
66924,T0038132,7897,67,F,US,mobile,Android,travel,55.63,purchase,16,3,2.64,40,7.31,60.76,2,0,0,0.03,0.351,549,0,5,0,0.35,0.05,77.49,0,0
66925,T0043554,12311,24,M,ID,mobile,Windows,restaurants,24.27,topup,8,5,0.77,34,94.06,37.84,0,0,0,0.37,0.347,1508,0,4,2,0.12,0.12,54.99,0,0
66926,T0086026,3054,24,M,UK,mobile,Windows,restaurants,12.32,withdrawal,4,6,7.55,30,48.52,33.49,2,0,0,0.878,0.531,606,0,0,2,0.12,0.04,126.77,0,1
66927,T0055109,4271,21,F,UK,mobile,Windows,electronics,6.6,withdrawal,13,1,1.5,20,144.46,68.22,2,0,0,0.086,0.848,769,0,1,2,0.3,0.04,279.76,0,0
66928,T0017608,22706,65,M,UK,mobile,iOS,restaurants,18.46,topup,19,5,4.81,35,64.82,58.65,1,0,0,0.477,0.937,318,0,4,0,0.12,0.04,91.98,0,0
66929,T0002202,20023,72,M,UK,mobile,MacOS,financial,6.0,withdrawal,7,2,1.68,29,98.34,73.8,1,0,0,0.326,0.248,2042,0,5,3,0.5,0.04,2.19,0,0
66930,T0066660,1465,42,M,CA,mobile,Android,clothing,65.05,purchase,12,6,0.05,34,74.16,20.77,1,0,0,0.922,0.926,740,0,1,0,0.1,0.03,9.33,0,0
66931,T0044783,7645,25,M,US,mobile,Android,electronics,3.25,purchase,7,3,5.69,25,61.96,55.23,0,0,1,0.105,0.444,1231,0,4,1,0.3,0.05,32.46,0,1
66932,T0058448,20724,78,M,US,desktop,Windows,groceries,108.11,purchase,11,0,4.95,36,63.7,67.59,2,0,1,0.394,0.932,680,0,1,4,0.05,0.05,54.64,0,0
66933,T0032644,489,18,F,US,mobile,Android,electronics,238.98,withdrawal,2,1,8.23,42,60.58,67.31,3,1,0,0.582,0.842,2648,0,0,1,0.3,0.05,403.18,0,0
66934,T0028277,19673,69,M,FR,desktop,Android,financial,57.14,purchase,19,5,2.73,31,91.06,48.92,0,0,0,0.569,0.914,437,1,0,0,0.5,0.04,42.26,0,0
66935,T0097743,4774,61,M,UK,desktop,Android,restaurants,26.82,purchase,12,5,0.79,34,59.41,11.06,1,0,0,0.714,0.804,906,0,0,2,0.12,0.04,81.81,0,0
66936,T0028852,1354,58,F,US,mobile,Windows,electronics,70.31,withdrawal,9,2,10.6,32,21.67,25.89,1,0,1,0.707,0.561,1610,0,0,2,0.3,0.05,19.66,0,0
66937,T0014634,12151,24,F,CA,mobile,iOS,electronics,25.52,transfer,15,6,5.57,22,42.1,65.62,1,0,0,0.318,0.034,1064,0,3,1,0.3,0.03,109.32,0,1
66938,T0001319,17073,46,F,IN,mobile,Windows,services,,purchase,12,4,0.49,33,,68.05,3,0,0,0.974,,2349,0,1,5,0.08,0.1,174.74,0,0
66939,T0093485,18741,29,F,US,desktop,Android,clothing,107.83,withdrawal,21,5,0.01,33,72.96,60.89,1,0,0,0.929,0.166,1725,0,2,0,0.1,0.05,47.69,0,0
66940,T0009576,13510,29,M,CA,mobile,Android,groceries,121.28,purchase,17,6,3.78,30,45.21,69.8,2,0,1,0.164,0.611,258,0,1,0,0.05,0.03,31.91,0,0
66941,T0056635,4206,66,M,US,mobile,Windows,clothing,125.56,purchase,18,4,5.52,31,45.59,79.35,3,0,0,0.424,0.295,2275,0,1,3,0.1,0.05,9.09,1,0
66942,T0003831,15433,73,M,US,desktop,Android,gas,3.44,withdrawal,12,6,3.82,33,101.13,57.93,1,0,1,0.849,0.74,2872,0,3,0,0.05,0.05,17.92,1,0
66943,T0040532,16852,51,M,BR,mobile,Windows,travel,26.48,purchase,12,1,10.18,36,79.31,50.95,1,0,0,0.806,0.598,912,1,3,3,0.35,0.13,289.06,0,0
66944,T0083667,4613,55,M,US,mobile,iOS,electronics,63.52,purchase,8,4,0.86,25,70.17,11.06,2,0,0,0.615,0.653,1654,0,3,0,0.3,0.05,149.69,0,0
66945,T0004849,14697,21,M,IN,desktop,Android,services,54.23,topup,13,0,3.9,26,51.66,59.35,4,0,0,0.223,0.593,1293,0,2,1,0.08,0.1,242.11,0,0
66946,T0062787,26112,58,F,US,mobile,iOS,restaurants,120.29,purchase,9,1,0.36,19,104.01,71.1,3,0,0,0.046,0.616,56,0,3,2,0.12,0.05,0.66,0,0
66947,T0043823,20405,41,M,IN,mobile,Android,electronics,164.97,withdrawal,20,4,2.48,31,140.63,28.4,4,0,0,0.244,0.723,230,0,1,1,0.3,0.1,22.43,0,0
66948,T0090597,22037,76,M,CA,mobile,iOS,gas,13.16,purchase,21,4,0.14,24,59.22,31.34,3,1,0,0.259,0.961,1545,0,1,3,0.05,0.03,35.64,0,0
66949,T0064998,8489,19,F,ID,mobile,Android,restaurants,339.29,transfer,9,3,2.4,30,34.45,65.87,3,0,0,0.203,0.056,116,0,2,3,0.12,0.12,35.85,0,0
66950,T0082323,12677,40,F,UK,mobile,iOS,electronics,111.35,purchase,18,6,0.68,28,110.44,69.9,2,0,0,0.179,0.419,27,0,2,0,0.3,0.04,58.3,0,1
66951,T0077763,26204,47,F,US,desktop,iOS,restaurants,,purchase,7,5,0.27,29,,32.75,1,0,2,0.941,,2202,0,1,0,0.12,0.05,140.67,0,0
66952,T0044245,20932,33,F,IN,mobile,Android,electronics,4.52,withdrawal,18,5,14.37,32,78.41,46.41,0,0,0,0.131,0.725,720,0,2,5,0.3,0.1,112.04,0,0
66953,T0070283,22637,68,M,ID,tablet,Android,financial,42.25,purchase,12,5,3.02,23,89.01,68.38,4,0,0,0.742,0.542,790,0,3,0,0.5,0.12,72.84,0,0
66954,T0078377,13894,70,F,UK,desktop,iOS,travel,35.22,purchase,9,4,3.32,28,100.4,23.06,2,0,0,0.865,0.218,1004,1,4,2,0.35,0.04,265.24,0,0
66955,T0083574,28907,63,F,UK,desktop,Android,travel,126.37,withdrawal,18,2,2.95,39,48.21,35.73,0,0,0,0.024,0.68,1159,0,1,1,0.35,0.04,64.8,0,0
66956,T0079566,3299,59,F,IN,mobile,iOS,restaurants,87.97,purchase,19,0,3.24,37,104.85,62.54,1,0,0,0.717,0.989,2415,0,1,3,0.12,0.1,57.94,0,0
66957,T0095929,20989,76,M,CA,mobile,Android,services,83.12,purchase,11,4,3.53,24,13.9,13.49,2,0,0,0.31,0.91,946,0,2,1,0.08,0.03,78.33,0,0
66958,T0089627,3970,29,F,ID,mobile,iOS,restaurants,58.45,purchase,9,1,5.13,26,96.41,12.84,1,1,0,0.145,0.874,162,0,1,1,0.12,0.12,112.42,0,0
66959,T0072459,29286,30,M,CA,mobile,Android,luxury,241.55,purchase,9,0,1.26,32,41.5,32.37,1,0,1,0.852,0.271,1111,0,3,0,0.55,0.03,22.78,0,1
66960,T0057185,13741,61,F,IN,mobile,Windows,clothing,114.4,withdrawal,9,6,3.1,43,37.3,31.08,1,0,0,0.153,0.9,1126,0,0,1,0.1,0.1,32.86,0,0
66961,T0003656,15150,23,M,FR,mobile,Android,restaurants,29.22,topup,12,1,2.76,29,37.42,38.51,3,0,0,0.844,0.488,507,0,5,2,0.12,0.04,159.56,0,0
66962,T0075444,687,70,M,DE,mobile,Windows,electronics,373.66,purchase,11,0,1.73,33,123.86,63.32,5,0,0,0.0,0.829,2375,0,2,1,0.3,0.04,8.91,0,1
66963,T0093965,5424,58,M,US,mobile,Android,restaurants,40.41,purchase,7,3,3.54,23,87.82,55.56,0,0,0,0.691,0.478,2351,0,3,2,0.12,0.05,26.56,0,0
66964,T0039349,25348,77,M,CA,mobile,Windows,gas,207.8,withdrawal,6,4,0.99,23,76.75,65.56,2,0,0,0.301,0.013,2064,0,1,3,0.05,0.03,109.68,0,0
66965,T0024128,5320,56,M,UK,mobile,Android,financial,126.71,topup,20,0,4.0,18,88.71,16.94,1,0,0,0.06,0.923,1958,0,1,1,0.5,0.04,170.5,0,0
66966,T0064281,22968,50,F,IN,mobile,Android,electronics,33.66,topup,9,4,1.62,23,74.22,46.67,4,0,0,0.789,0.642,674,0,3,1,0.3,0.1,273.4,0,0
66967,T0050807,4090,26,F,BR,mobile,Android,electronics,100.18,purchase,21,1,1.6,30,-4.9,24.16,1,0,0,0.827,0.534,1107,0,0,0,0.3,0.13,30.45,0,0
66968,T0011106,26568,50,M,BR,mobile,Android,electronics,191.4,purchase,17,3,0.16,32,110.3,20.16,4,0,0,0.978,0.138,175,0,2,0,0.3,0.13,5.53,1,0
66969,T0013009,19959,58,M,US,mobile,Android,restaurants,126.71,transfer,7,1,0.43,35,85.55,57.09,0,0,0,0.452,0.382,1517,0,2,3,0.12,0.05,49.9,0,0
66970,T0035515,8912,56,F,IN,mobile,Android,groceries,20.01,transfer,18,4,1.49,44,33.74,45.18,1,0,1,0.924,0.039,2944,0,2,2,0.05,0.1,28.41,0,0
66971,T0041170,491,62,F,IN,mobile,Windows,gas,155.02,topup,16,3,0.88,40,87.37,54.87,2,0,0,0.614,0.754,1572,0,3,0,0.05,0.1,35.13,0,0
66972,T0047154,29030,27,M,UK,desktop,iOS,electronics,45.49,withdrawal,8,5,1.08,35,35.28,37.1,0,0,1,0.034,0.662,2768,0,3,2,0.3,0.04,175.12,0,0
66973,T0081546,26885,29,F,DE,mobile,iOS,electronics,54.16,topup,19,1,3.85,31,73.18,27.91,1,0,1,0.007,0.26,1674,0,3,2,0.3,0.04,36.35,0,0
66974,T0096267,330,64,F,CA,mobile,Android,financial,57.82,topup,21,1,1.29,31,71.51,62.1,0,0,2,0.813,0.36,1487,0,2,0,0.5,0.03,86.42,0,0
66975,T0067708,1559,68,M,ID,mobile,Windows,restaurants,82.28,purchase,9,6,0.97,32,46.82,58.15,1,0,0,0.089,0.812,217,0,4,0,0.12,0.12,172.16,1,1
66976,T0036886,24839,24,F,ID,mobile,Android,travel,129.46,withdrawal,11,1,2.96,30,79.84,34.3,2,0,1,0.953,0.656,1286,0,2,0,0.35,0.12,6.34,0,0
66977,T0077825,23764,63,F,IN,mobile,iOS,financial,373.67,purchase,19,6,6.32,25,57.12,7.42,4,0,1,0.429,0.78,1987,0,4,0,0.5,0.1,0.01,0,1
66978,T0013088,1560,75,M,US,mobile,Android,electronics,133.12,purchase,13,5,0.21,31,68.58,40.43,1,0,0,0.657,0.082,1557,0,1,3,0.3,0.05,113.43,0,1
66979,T0070711,4313,38,F,US,desktop,Windows,groceries,12.14,withdrawal,21,0,3.57,37,93.82,53.26,1,1,0,0.29,0.271,2910,0,2,4,0.05,0.05,9.97,0,0
66980,T0048806,12753,49,F,FR,mobile,Windows,gas,31.8,purchase,9,0,4.26,26,76.76,42.83,1,0,1,0.77,0.272,1003,0,2,2,0.05,0.04,39.81,1,1
66981,T0071419,24823,43,M,ID,mobile,Windows,restaurants,11.56,transfer,9,2,0.95,20,135.17,75.33,2,0,0,0.859,0.063,1413,0,1,3,0.12,0.12,4.26,0,1
66982,T0055790,11789,29,F,ID,mobile,Windows,restaurants,206.14,purchase,17,3,0.17,37,78.39,60.87,2,0,0,0.551,0.536,2121,0,2,2,0.12,0.12,25.11,0,0
66983,T0041663,6774,63,M,CA,desktop,iOS,restaurants,5.77,transfer,8,2,0.08,31,10.46,6.97,1,0,0,0.471,0.444,441,0,1,0,0.12,0.03,12.19,0,1
66984,T0064028,11882,51,M,US,mobile,iOS,restaurants,20.56,purchase,9,0,2.29,29,51.12,5.2,1,0,1,0.244,0.754,472,0,1,0,0.12,0.05,26.74,0,0
66985,T0002710,16457,21,M,IN,mobile,Android,clothing,120.7,topup,21,0,13.93,25,80.5,38.89,0,0,0,0.38,0.306,2694,0,0,1,0.1,0.1,15.02,0,0
66986,T0075656,10538,35,F,UK,desktop,Android,electronics,1.27,purchase,7,4,4.93,33,56.74,46.16,2,1,0,0.186,0.527,407,0,4,2,0.3,0.04,2.9,0,0
66987,T0045145,16519,22,M,BR,mobile,Windows,gas,47.55,topup,15,1,14.62,19,26.18,35.92,2,0,1,0.734,0.72,1753,0,2,1,0.05,0.13,78.48,0,0
66988,T0044888,4656,39,M,US,mobile,Android,services,60.58,topup,9,5,4.11,25,76.03,8.71,1,0,0,0.252,0.944,1832,0,1,0,0.08,0.05,62.84,0,0
66989,T0053191,3750,26,M,DE,mobile,iOS,gas,33.95,purchase,15,6,3.32,25,83.77,19.27,1,0,1,0.927,0.758,2830,0,3,2,0.05,0.04,31.69,0,0
66990,T0016949,11521,56,M,BR,mobile,Android,luxury,116.94,purchase,18,1,2.92,24,83.07,36.31,2,0,0,0.787,0.172,2203,0,3,0,0.55,0.13,259.69,0,0
66991,T0077666,25556,31,F,IN,mobile,Windows,electronics,46.66,purchase,20,1,0.35,30,27.19,42.93,1,0,1,0.506,0.521,1823,0,1,1,0.3,0.1,1.25,0,0
66992,T0020002,16446,76,M,US,mobile,Android,restaurants,97.19,topup,13,0,9.97,29,99.3,70.09,0,0,0,0.587,0.963,676,1,3,4,0.12,0.05,70.68,0,1
66993,T0037240,11031,79,F,US,mobile,Android,restaurants,15.7,purchase,5,3,9.19,21,45.76,39.41,3,0,0,0.487,0.233,1765,0,4,2,0.12,0.05,87.97,0,0
66994,T0007555,14313,61,M,IN,desktop,Android,electronics,24.25,purchase,21,5,0.17,27,80.65,15.58,2,0,0,0.965,0.87,1480,0,2,1,0.3,0.1,266.11,0,0
66995,T0001693,13738,54,F,US,mobile,iOS,gas,163.68,withdrawal,11,1,5.89,30,58.35,57.18,2,0,0,0.403,0.922,2047,0,0,5,0.05,0.05,5.65,0,0
66996,T0001360,21311,51,M,IN,mobile,Android,gas,62.3,purchase,7,6,2.51,25,111.98,43.88,0,2,0,0.119,0.246,1125,0,0,1,0.05,0.1,62.83,0,0
66997,T0060686,7691,26,M,IN,mobile,iOS,gas,49.52,purchase,11,6,4.17,23,59.7,65.85,2,0,0,0.979,0.211,1848,0,3,0,0.05,0.1,47.83,1,0
66998,T0035243,27128,44,M,CA,mobile,Android,travel,5.56,purchase,18,0,1.8,34,54.4,17.44,1,0,1,0.699,0.112,1220,0,2,5,0.35,0.03,75.82,0,0
